Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
37;33;Del Giro;76874179-4;COMERCIALIZADORA NIBEC LIMITADA;15480;08/04/2025;08/04/2025 09:44:33;08/04/2025 14:51:06;0;172252;32728;;;204980;;;;;0;;;;0;;;;
38;33;Del Giro;76000549-5;TRANSPORTES LYS LIMITADA;42253;08/04/2025;08/04/2025 10:47:03;;0;5042;958;;;6000;;;;;0;;;;0;;;;
39;33;Del Giro;96800570-7;ENEL DISTRIBUCIÓN CHILE S.A;32273447;08/04/2025;08/04/2025 10:54:34;09/04/2025 09:34:54;273;144488;27453;;;172214;;;;;0;;;;0;;;;
40;33;Del Giro;96800570-7;ENEL DISTRIBUCIÓN CHILE S.A;32271586;08/04/2025;08/04/2025 10:54:32;09/04/2025 09:18:54;1842;171000;32490;;;205332;;;;;0;;;;0;;;;
41;33;Del Giro;76548591-6;CAMIPLAS SPA;146630;07/04/2025;08/04/2025 12:05:02;08/04/2025 14:51:06;0;500000;95000;;;595000;;;;;0;;;;0;;;;
42;33;Del Giro;78064283-1;SYNAPTO SPA;6;08/04/2025;08/04/2025 12:28:38;08/04/2025 14:51:06;0;5346432;1015822;;;6362254;;;;;0;;;;0;;;;
43;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2538540;08/04/2025;08/04/2025 13:19:52;;0;12375;2351;;;14726;;;;;0;;;;0;;;;
44;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2538621;08/04/2025;08/04/2025 13:21:50;;0;7392;1404;;;8796;;;;;0;;;;0;;;;
45;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2538695;08/04/2025;08/04/2025 13:26:08;;0;12025;2285;;;14310;;;;;0;;;;0;;;;
46;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2538747;08/04/2025;08/04/2025 13:30:16;;0;6700;1273;;;7973;;;;;0;;;;0;;;;
47;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2538854;08/04/2025;08/04/2025 13:36:13;;0;15742;2991;;;18733;;;;;0;;;;0;;;;
48;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2538908;08/04/2025;08/04/2025 13:43:35;;0;10380;1972;;;12352;;;;;0;;;;0;;;;
49;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2538909;08/04/2025;08/04/2025 13:45:30;;0;8350;1586;;;9936;;;;;0;;;;0;;;;
50;33;Del Giro;7989878-3;GERARDO ANTONIO VEGA NEIRA;2605;08/04/2025;08/04/2025 15:32:07;09/04/2025 09:18:54;0;170000;32300;;;202300;;;;;0;;;;0;;;;
51;33;Del Giro;79581120-6;Difem Laboratorios S.A.;603414;08/04/2025;08/04/2025 16:01:54;09/04/2025 14:23:15;0;141280;26843;;;168123;;;;;0;;;;0;;;;
52;33;Del Giro;77202218-2;VICELLE SPA;4141;08/04/2025;08/04/2025 16:31:47;09/04/2025 10:11:56;0;199500;37905;;;237405;;;;;0;;;;0;;;;
53;33;Del Giro;76604466-2;SOCIEDAD COMERCIAL CLARMED LIMITADA;7076;08/04/2025;08/04/2025 16:45:14;;0;825000;156750;;;981750;;;;;0;;;;0;;;;
54;33;Del Giro;96800570-7;ENEL DISTRIBUCION CHILE S.A;32276304;08/04/2025;08/04/2025 18:36:16;09/04/2025 09:24:10;0;143034;27176;;;170210;;;;;0;;;;0;;;;
55;33;Del Giro;76381147-6;INVERSIONES VIMAR LIMITADA;56358;09/04/2025;09/04/2025 09:15:02;;0;43317;8230;;;60000;;;;;0;;;;0;28;8453;0;
56;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2543584;09/04/2025;09/04/2025 13:49:50;;0;12735;2420;;;15155;;;;;0;;;;0;;;;
57;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2543617;09/04/2025;09/04/2025 13:51:57;;0;5800;1102;;;6902;;;;;0;;;;0;;;;
58;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;2034;09/04/2025;09/04/2025 15:58:33;;0;75000;14250;;;89250;;;;;0;;;;0;;;;
59;33;Del Giro;78493650-3;RIADI SpA.;416619;10/04/2025;09/04/2025 16:27:43;;0;37182;7065;;;44247;;;;;0;;;;0;;;;
60;33;Del Giro;78493650-3;RIADI SpA.;416620;10/04/2025;09/04/2025 16:27:43;;0;74880;14227;;;89107;;;;;0;;;;0;;;;
61;33;Del Giro;77404174-5;DISTRIBUIDORA PLASTICOS ARIRANG SPA;17324;09/04/2025;09/04/2025 17:22:42;;0;36975;7025;;;44000;;;;;0;;;;0;;;;
62;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2545425;09/04/2025;09/04/2025 18:41:03;;0;17742;3371;;;21113;;;;;0;;;;0;;;;
63;33;Del Giro;96945440-8;SOC CONCESIONARIA AUTOPISTA CENTRAL S A;11150400;08/04/2025;09/04/2025 22:14:01;11/04/2025 08:17:51;34086;602;114;;;34802;;;;;0;;;;0;;;;
64;33;Del Giro;76313020-7;COMER INVERS E IMPOR PERCOM LTDA;88046;10/04/2025;10/04/2025 09:14:57;;0;14955;2842;;;20000;;;;;0;;;;0;28;2203;0;
65;33;Del Giro;76548591-6;CAMIPLAS SPA;146716;10/04/2025;10/04/2025 10:35:32;14/04/2025 12:15:30;0;1000000;190000;;;1190000;;;;;0;;;;0;;;;
66;33;Del Giro;76063620-7;SOCIEDAD COMERCIALIZADORA GLASS LAB LIMITADA;29062;10/04/2025;10/04/2025 10:55:09;;0;108000;20520;;;128520;;;;;0;;;;0;;;;
67;33;Del Giro;5744296-4;RODOLFO EDUARDO CROXATTO OVANDO;1148;10/04/2025;10/04/2025 11:03:09;;0;568500;108015;;;676515;;;;;0;;;;0;;;;
68;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2547725;10/04/2025;10/04/2025 13:57:07;;0;6688;1271;;;7959;;;;;0;;;;0;;;;
69;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2547726;10/04/2025;10/04/2025 13:59:28;;0;7571;1438;;;9009;;;;;0;;;;0;;;;
70;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2547752;10/04/2025;10/04/2025 14:01:31;;0;6875;1306;;;8181;;;;;0;;;;0;;;;
71;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2547778;10/04/2025;10/04/2025 14:01:31;;0;8918;1694;;;10612;;;;;0;;;;0;;;;
72;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2547792;10/04/2025;10/04/2025 14:03:33;;0;10138;1926;;;12064;;;;;0;;;;0;;;;
73;33;Del Giro;59077290-9;NIPRO MEDICAL CORPORATION AGENCIA EN CHILE;325353;10/04/2025;10/04/2025 14:27:46;;0;199360;37878;;;237238;;;;;0;;;;0;;;;
74;33;Del Giro;78493650-3;RIADI SpA.;416740;11/04/2025;10/04/2025 16:17:51;;0;57502;10925;;;68427;;;;;0;;;;0;;;;
75;33;Del Giro;76660371-8;PROSERVICE SPA;267559;11/04/2025;11/04/2025 09:35:32;;0;14934;2837;;;20000;;;;;0;;;;0;28;2229;0;
76;33;Del Giro;96806980-2;Entel PCS Telecomunicaciones S.A.;51025359;10/04/2025;11/04/2025 11:37:16;14/04/2025 12:15:46;0;28267;5371;;;33638;;;;;0;;;;0;;;;
77;33;Del Giro;77298107-4;ALIMENTOS Y CONGELADOS TERRA MAR SPA;22253;11/04/2025;11/04/2025 12:06:17;14/04/2025 08:24:56;0;17648;3353;;;21001;;;;;0;;;;0;;;;
78;33;Del Giro;78116970-6;Importadora Soviquim Limitada;364061;11/04/2025;11/04/2025 12:42:45;14/04/2025 12:15:57;0;510429;96982;;;607411;;;;;0;;;;0;;;;
79;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2551855;11/04/2025;11/04/2025 14:46:37;;0;18194;3457;;;21651;;;;;0;;;;0;;;;
80;33;Del Giro;96792430-K;SODIMAC S.A.;138836459;12/04/2025;12/04/2025 12:29:07;;0;29126;5534;;;34660;;;;;0;;;;0;;;;
81;33;Del Giro;96792430-K;SODIMAC S.A.;139053512;13/04/2025;13/04/2025 11:58:30;;0;26523;5039;;;31562;;;;;0;;;;0;;;;
82;33;Del Giro;93366000-1;COMERCIAL LBF LIMITADA;342258;14/04/2025;14/04/2025 08:31:44;;0;275334;52313;;;327647;;;;;0;;;;0;;;;
83;33;Del Giro;77252670-9;SOC COMERCIAL NEIRA Y FONSECA SPA;14085;14/04/2025;14/04/2025 09:26:36;;0;176400;33516;;;209916;;;;;0;;;;0;;;;
84;33;Del Giro;77252670-9;SOC COMERCIAL NEIRA Y FONSECA SPA;14091;14/04/2025;14/04/2025 10:23:39;;0;504000;95760;;;599760;;;;;0;;;;0;;;;
85;33;Del Giro;77813782-8;COMERCIALIZADORA ZEPOL SPA;291;14/04/2025;14/04/2025 10:50:28;;0;120000;22800;;;142800;;;;;0;;;;0;;;;
86;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;2035;14/04/2025;14/04/2025 10:55:45;;0;300000;57000;;;357000;;;;;0;;;;0;;;;
87;33;Del Giro;94675000-K;CLARO COMUNICACIONES SpA;2172263;24/03/2025;14/04/2025 18:47:51;;0;30355;5767;;;36122;;;;;0;;;;0;;;;
88;33;Del Giro;76628610-0;Importadora y Comercializadora Re-Med SPA;134064;15/04/2025;15/04/2025 08:26:28;15/04/2025 15:46:28;0;627100;119149;;;746249;;;;;0;;;;0;;;;
89;33;Del Giro;78115636-1;COMERCIAL JORGE JOSE ARAVENA DONOSO E.I.R.L.;4;15/04/2025;15/04/2025 09:31:49;17/04/2025 14:33:51;0;3055104;580470;;;3635574;;;;;0;;;;0;;;;
90;33;Del Giro;77339532-2;MEGAS TOOLS SPA;5732;15/04/2025;15/04/2025 10:02:37;;0;49965;9493;;;59458;;;;;0;;;;0;;;;
91;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2562216;15/04/2025;15/04/2025 13:14:09;;0;51095;9708;;;60803;;;;;0;;;;0;;;;
92;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2562325;15/04/2025;15/04/2025 13:28:40;;0;20419;3880;;;24299;;;;;0;;;;0;;;;
93;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2562326;15/04/2025;15/04/2025 13:30:53;;0;7004;1331;;;8335;;;;;0;;;;0;;;;
94;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2562327;15/04/2025;15/04/2025 13:32:58;;0;6743;1281;;;8024;;;;;0;;;;0;;;;
95;33;Del Giro;77304460-0;Andes Importadora y Exportadora Limitada;171007;16/04/2025;15/04/2025 17:46:33;21/04/2025 10:33:04;0;210000;39900;;;249900;;;;;0;;;;0;;;;
96;33;Del Giro;77247220-K;ORPINAS Y COMPANIA LIMITADA;11996;15/04/2025;16/04/2025 08:26:07;;0;933379;177342;;;1110721;;;;;0;;;;0;;;;
97;33;Del Giro;76548591-6;CAMIPLAS SPA;146830;16/04/2025;16/04/2025 09:05:02;17/04/2025 14:33:51;0;850000;161500;;;1011500;;;;;0;;;;0;;;;
98;33;Del Giro;96912900-0;SOCIEDAD DE INVERSIONES CANHER-PLAST SPA;3673;16/04/2025;16/04/2025 11:54:08;17/04/2025 14:33:51;0;781000;148390;;;929390;;;;;0;;;;0;;;;
99;33;Del Giro;77304460-0;Andes Importadora y Exportadora Limitada;171028;17/04/2025;16/04/2025 16:33:35;21/04/2025 10:33:03;0;600000;114000;;;714000;;;;;0;;;;0;;;;
100;33;Del Giro;77339532-2;MEGAS TOOLS SPA;5741;16/04/2025;16/04/2025 18:15:26;;0;49965;9493;;;59458;;;;;0;;;;0;;;;
101;33;Del Giro;76491991-2;AIR EXPRESS CARGO SPA;65429;17/04/2025;17/04/2025 10:00:43;;0;28280;5373;;;33653;;;;;0;;;;0;;;;
102;33;Del Giro;76063620-7;SOCIEDAD COMERCIALIZADORA GLASS LAB LIMITADA;29133;17/04/2025;17/04/2025 11:03:28;;0;180000;34200;;;214200;;;;;0;;;;0;;;;
103;33;Del Giro;77202218-2;VICELLE SPA;4157;17/04/2025;17/04/2025 12:29:46;21/04/2025 12:15:48;0;189050;35920;;;224970;;;;;0;;;;0;;;;
104;33;Del Giro;76990074-8;Go Rabbit SPA;5825;17/04/2025;17/04/2025 14:51:11;21/04/2025 10:33:03;0;1669200;317148;;;1986348;;;;;0;;;;0;;;;
105;33;Del Giro;76990074-8;Go Rabbit SPA;5826;17/04/2025;17/04/2025 14:53:44;21/04/2025 10:33:03;0;33384;6343;;;39727;;;;;0;;;;0;;;;
106;33;Del Giro;61808000-5;AGUAS ANDINAS S.A.;8507353;15/04/2025;17/04/2025 17:17:14;21/04/2025 10:33:04;0;11207;2129;;;13336;;;;;0;;;;0;;;;
107;33;Del Giro;61808000-5;AGUAS ANDINAS S.A.;8507364;15/04/2025;17/04/2025 17:17:14;21/04/2025 10:33:04;0;10927;2076;;;13003;;;;;0;;;;0;;;;
108;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2571577;17/04/2025;17/04/2025 17:42:17;;0;7125;1354;;;8479;;;;;0;;;;0;;;;
109;33;Del Giro;79581120-6;Difem Laboratorios S.A.;603840;17/04/2025;21/04/2025 07:49:41;21/04/2025 12:15:58;0;158004;30021;;;188025;;;;;0;;;;0;;;;
110;33;Del Giro;78116970-6;Importadora Soviquim Limitada;364256;21/04/2025;21/04/2025 10:19:17;22/04/2025 14:56:51;0;458814;87175;;;545989;;;;;0;;;;0;;;;
111;33;Del Giro;76771632-K;CART PAPER LIMITADA;49933;21/04/2025;21/04/2025 12:51:41;;0;35269;6701;;;41970;;;;;0;;;;0;;;;
112;33;Del Giro;77521772-3;FERRETERIA PIZARROJEDA LIMITADA;8733;21/04/2025;21/04/2025 13:16:31;;0;44370;8430;;;52800;;;;;0;;;;0;;;;
113;33;Del Giro;78493650-3;RIADI SpA.;417618;22/04/2025;21/04/2025 16:31:53;;0;101760;19334;;;121094;;;;;0;;;;0;;;;
114;33;Del Giro;77106188-5;MANTENCIONES BEATRIZ DEL CARMEN AREVALO AGUIRRE E.I.R.L.;2168;21/04/2025;21/04/2025 16:33:52;;0;3361;639;;;4000;;;;;0;;;;0;;;;
115;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2577801;21/04/2025;21/04/2025 18:17:31;;0;17891;3399;;;21290;;;;;0;;;;0;;;;
116;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2577802;21/04/2025;21/04/2025 18:17:31;;0;5527;1050;;;6577;;;;;0;;;;0;;;;
117;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2577803;21/04/2025;21/04/2025 18:20:42;;0;6978;1326;;;8304;;;;;0;;;;0;;;;
118;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2577806;21/04/2025;21/04/2025 18:27:37;;0;11926;2266;;;14192;;;;;0;;;;0;;;;
119;33;Del Giro;80830500-3;COMERCIAL SATEX LTDA;433438;22/04/2025;22/04/2025 11:15:45;22/04/2025 14:58:02;0;134260;25509;;;159769;;;;;0;;;;0;;;;
120;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;2042;22/04/2025;22/04/2025 11:56:26;;0;675000;128250;;;803250;;;;;0;;;;0;;;;
121;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;2043;22/04/2025;22/04/2025 12:01:13;;0;52000;9880;;;61880;;;;;0;;;;0;;;;
122;33;Del Giro;76548591-6;CAMIPLAS SPA;146898;21/04/2025;22/04/2025 13:19:12;22/04/2025 14:56:51;0;1000000;190000;;;1190000;;;;;0;;;;0;;;;
123;33;Del Giro;79581120-6;Difem Laboratorios S.A.;603954;22/04/2025;22/04/2025 16:59:37;23/04/2025 16:09:07;0;221844;42150;;;263994;;;;;0;;;;0;;;;
124;33;Del Giro;76373470-6;IMPORTADORA Y COMERCIALIZADORA FULL PROMOTION LTDA;76063;22/04/2025;22/04/2025 17:46:49;;0;148300;28177;;;176477;;;;;0;;;;0;;;;
125;33;Del Giro;96571220-8;Banchile Corredores De Bolsa S.A.;10562390;22/04/2025;23/04/2025 09:43:06;;0;27498;5225;;;32723;;;;;0;;;;0;;;;
126;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2584711;23/04/2025;23/04/2025 14:52:10;;0;28735;5460;;;34195;;;;;0;;;;0;;;;
127;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;2046;23/04/2025;23/04/2025 17:14:29;;0;50000;9500;;;59500;;;;;0;;;;0;;;;
128;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2586351;23/04/2025;23/04/2025 18:37:59;;0;29705;5644;;;35349;;;;;0;;;;0;;;;
129;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2586352;23/04/2025;23/04/2025 18:40:00;;0;23827;4527;;;28354;;;;;0;;;;0;;;;
130;33;Del Giro;86963200-7;FORUS S.A;593539;23/04/2025;24/04/2025 00:02:23;;0;29403;5587;;;34990;;;;;0;;;;0;;;;
131;33;Del Giro;94675000-K;CLARO COMUNICACIONES SpA;2176691;24/04/2025;24/04/2025 07:27:55;;0;28376;5391;;;33767;;;;;0;;;;0;;;;
132;33;Del Giro;77252670-9;SOC COMERCIAL NEIRA Y FONSECA SPA;14122;24/04/2025;24/04/2025 09:11:34;;0;504000;95760;;;599760;;;;;0;;;;0;;;;
133;33;Del Giro;77247220-K;ORPINAS Y COMPANIA LIMITADA;12025;24/04/2025;24/04/2025 10:36:01;;0;388194;73757;;;461951;;;;;0;;;;0;;;;
134;33;Del Giro;77404174-5;DISTRIBUIDORA PLASTICOS ARIRANG SPA;17657;24/04/2025;24/04/2025 12:50:48;;0;45378;8622;;;54000;;;;;0;;;;0;;;;
135;33;Del Giro;76990074-8;Go Rabbit SPA;5836;24/04/2025;24/04/2025 13:51:47;24/04/2025 15:50:32;0;5355000;1017450;;;6372450;;;;;0;;;;0;;;;
136;33;Del Giro;76990074-8;Go Rabbit SPA;5837;24/04/2025;24/04/2025 13:55:20;24/04/2025 15:50:32;0;107100;20349;;;127449;;;;;0;;;;0;;;;
137;33;Del Giro;78493650-3;RIADI SpA.;418065;25/04/2025;24/04/2025 16:31:56;;0;196130;37265;;;233395;;;;;0;;;;0;;;;
138;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2590751;24/04/2025;24/04/2025 17:46:21;;0;14857;2823;;;17680;;;;;0;;;;0;;;;
139;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2590753;24/04/2025;24/04/2025 17:48:15;;0;16585;3151;;;19736;;;;;0;;;;0;;;;
140;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2590754;24/04/2025;24/04/2025 17:48:15;;0;9023;1714;;;10737;;;;;0;;;;0;;;;
141;33;Del Giro;79581120-6;Difem Laboratorios S.A.;607231;24/04/2025;25/04/2025 08:12:39;25/04/2025 12:47:18;0;204660;38885;;;243545;;;;;0;;;;0;;;;
142;33;Del Giro;76491991-2;AIR EXPRESS CARGO SPA;65637;25/04/2025;25/04/2025 09:20:30;;0;19840;3770;;;23610;;;;;0;;;;0;;;;
143;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2591569;25/04/2025;25/04/2025 10:54:12;;0;6841;1300;;;8141;;;;;0;;;;0;;;;
144;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2591570;25/04/2025;25/04/2025 10:54:12;;0;7306;1388;;;8694;;;;;0;;;;0;;;;
145;33;Del Giro;11977496-9;MARCELO URBANO CARRENO RIVEROS;823;25/04/2025;25/04/2025 10:59:22;;0;557600;105944;;;663544;;;;;0;;;;0;;;;
146;33;Del Giro;8111544-3;MANUEL OMAR GARRIDO ALCAINO;3274;25/04/2025;25/04/2025 11:24:41;25/04/2025 12:47:18;0;197700;37563;;;235263;;;;;0;;;;0;;;;
147;33;Del Giro;94675000-K;Claro Comunicaciones SpA;2163346;25/04/2025;25/04/2025 14:02:41;28/04/2025 09:53:54;0;2353;447;;;2800;;;;;0;;;;0;;;;
148;33;Del Giro;94675000-K;Claro Comunicaciones SpA;2163345;25/04/2025;25/04/2025 14:03:11;28/04/2025 09:53:54;0;13700;2603;;;16303;;;;;0;;;;0;;;;
149;33;Del Giro;78493650-3;RIADI SpA.;418292;28/04/2025;25/04/2025 17:21:14;;0;100800;19152;;;119952;;;;;0;;;;0;;;;
