Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
150;33;Del Giro;76168867-7;COMERCIAL CHEN HUI LIMITADA;9600;26/04/2025;26/04/2025 15:41:52;;0;29067;5523;;;34590;;;;;0;;;;0;;;;
151;33;Del Giro;77040264-6;LICITALAB;8396;27/04/2025;27/04/2025 05:21:26;28/04/2025 09:52:55;0;144507;27456;;;171963;;;;;0;;;;0;;;;
152;33;Del Giro;78116970-6;Importadora Soviquim Limitada;364450;28/04/2025;28/04/2025 10:32:56;30/04/2025 09:12:13;0;687823;130686;;;818509;;;;;0;;;;0;;;;
153;33;Del Giro;77521772-3;FERRETERIA PIZARROJEDA LIMITADA;8818;28/04/2025;28/04/2025 13:55:29;;0;4202;798;;;5000;;;;;0;;;;0;;;;
154;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2598963;28/04/2025;28/04/2025 16:15:36;;0;36945;7020;;;43965;;;;;0;;;;0;;;;
155;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2598965;28/04/2025;28/04/2025 16:15:36;;0;23715;4506;;;28221;;;;;0;;;;0;;;;
156;33;Del Giro;76070083-5;ACEROS BRAVO LIMITADA;215033;28/04/2025;28/04/2025 16:46:13;29/04/2025 09:28:59;0;3750;713;;;4463;;;;;0;;;;0;;;;
157;33;Del Giro;77521772-3;FERRETERIA PIZARROJEDA LIMITADA;8828;28/04/2025;28/04/2025 17:02:33;;0;1681;319;;;2000;;;;;0;;;;0;;;;
158;33;Del Giro;96794750-4;Starken SpA;2741863;30/04/2025;28/04/2025 17:03:23;29/04/2025 12:27:10;0;3218494;611514;;;3830008;;;;;0;;;;0;;;;
159;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;2050;28/04/2025;28/04/2025 18:27:49;;0;68000;12920;;;80920;;;;;0;;;;0;;;;
160;33;Del Giro;77252670-9;SOC COMERCIAL NEIRA Y FONSECA SPA;14135;29/04/2025;29/04/2025 09:16:27;;0;504000;95760;;;599760;;;;;0;;;;0;;;;
161;33;Del Giro;89005900-7;SOCIEDAD COMERCIAL ANTUCO LTDA.;1786171;29/04/2025;29/04/2025 09:34:39;;0;28184;5355;;;40000;;;;;0;;;;0;28;6461;0;
162;33;Del Giro;79722860-5;WINKLER LIMITADA;797705;29/04/2025;29/04/2025 09:54:59;;0;390000;74100;;;464100;;;;;0;;;;0;;;;
163;33;Del Giro;76990074-8;Go Rabbit SPA;5902;29/04/2025;29/04/2025 10:38:47;29/04/2025 12:27:27;0;3360000;638400;;;3998400;;;;;0;;;;0;;;;
164;33;Del Giro;96792430-K;SODIMAC S.A.;139777473;29/04/2025;29/04/2025 11:09:07;;0;45361;8619;;;53980;;;;;0;;;;0;;;;
165;33;Del Giro;76990074-8;Go Rabbit SPA;5903;29/04/2025;29/04/2025 11:13:25;29/04/2025 12:27:28;0;67200;12768;;;79968;;;;;0;;;;0;;;;
166;33;Del Giro;76990074-8;Go Rabbit SPA;5904;29/04/2025;29/04/2025 11:14:46;29/04/2025 12:27:10;0;843720;160307;;;1004027;;;;;0;;;;0;;;;
167;33;Del Giro;76990074-8;Go Rabbit SPA;5905;29/04/2025;29/04/2025 11:17:12;29/04/2025 12:27:10;0;16874;3206;;;20080;;;;;0;;;;0;;;;
168;33;Del Giro;76990074-8;Go Rabbit SPA;5906;29/04/2025;29/04/2025 11:19:26;29/04/2025 12:27:10;0;1032000;196080;;;1228080;;;;;0;;;;0;;;;
169;33;Del Giro;76990074-8;Go Rabbit SPA;5907;29/04/2025;29/04/2025 11:20:36;29/04/2025 12:27:27;0;20640;3922;;;24562;;;;;0;;;;0;;;;
170;33;Del Giro;76990074-8;Go Rabbit SPA;5908;29/04/2025;29/04/2025 11:21:52;29/04/2025 12:27:27;0;826000;156940;;;982940;;;;;0;;;;0;;;;
171;33;Del Giro;76990074-8;Go Rabbit SPA;5909;29/04/2025;29/04/2025 11:22:33;29/04/2025 12:27:27;0;16520;3139;;;19659;;;;;0;;;;0;;;;
172;33;Del Giro;76990074-8;Go Rabbit SPA;5910;29/04/2025;29/04/2025 11:28:27;29/04/2025 12:27:10;0;2772000;526680;;;3298680;;;;;0;;;;0;;;;
173;33;Del Giro;76990074-8;Go Rabbit SPA;5911;29/04/2025;29/04/2025 11:30:41;29/04/2025 12:27:27;0;55440;10534;;;65974;;;;;0;;;;0;;;;
174;33;Del Giro;5744296-4;RODOLFO EDUARDO CROXATTO OVANDO;1158;29/04/2025;29/04/2025 11:31:12;;0;75800;14402;;;90202;;;;;0;;;;0;;;;
175;33;Del Giro;76990074-8;Go Rabbit SPA;5912;29/04/2025;29/04/2025 11:31:20;29/04/2025 12:27:28;0;13860;2633;;;16493;;;;;0;;;;0;;;;
176;33;Del Giro;77428806-6;RM IMPORT SPA;2365;29/04/2025;29/04/2025 11:36:11;29/04/2025 12:34:31;0;32561;6187;;;38748;;;;;0;;;;0;;;;
177;33;Del Giro;76990074-8;Go Rabbit SPA;5913;29/04/2025;29/04/2025 11:41:38;29/04/2025 12:27:10;0;1000000;190000;;;1190000;;;;;0;;;;0;;;;
178;33;Del Giro;76990074-8;Go Rabbit SPA;5914;29/04/2025;29/04/2025 11:42:24;29/04/2025 12:27:27;0;20000;3800;;;23800;;;;;0;;;;0;;;;
179;33;Del Giro;76990074-8;Go Rabbit SPA;5915;29/04/2025;29/04/2025 11:44:29;29/04/2025 12:27:10;0;342585;65091;;;407676;;;;;0;;;;0;;;;
180;33;Del Giro;76990074-8;Go Rabbit SPA;5916;29/04/2025;29/04/2025 11:45:35;29/04/2025 12:27:10;0;6852;1302;;;8154;;;;;0;;;;0;;;;
181;33;Del Giro;76990074-8;Go Rabbit SPA;5917;29/04/2025;29/04/2025 11:46:40;29/04/2025 12:27:10;0;282000;53580;;;335580;;;;;0;;;;0;;;;
182;33;Del Giro;76990074-8;Go Rabbit SPA;5918;29/04/2025;29/04/2025 11:47:45;29/04/2025 12:27:28;0;5640;1072;;;6712;;;;;0;;;;0;;;;
183;33;Del Giro;88312700-5;PAPELES IMAC LIMITADA;70811;29/04/2025;29/04/2025 12:38:11;;0;67380;12802;;;80182;;;;;0;;;;0;;;;
184;33;Del Giro;78493650-3;RIADI SpA.;418524;30/04/2025;29/04/2025 16:12:27;;0;74800;14212;;;89012;;;;;0;;;;0;;;;
185;33;Del Giro;10739459-1;LUCIANO LUIS FIGUEROA PEREZ;7246;29/04/2025;29/04/2025 16:35:20;;0;44000;8360;;;52360;;;;;0;;;;0;;;;
186;33;Del Giro;77816595-3;COMERCIAL AVIGAR SPA;1194;29/04/2025;29/04/2025 16:44:45;30/04/2025 09:12:13;0;30244;5746;;;35990;;;;;0;;;;0;;;;
187;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2604975;29/04/2025;29/04/2025 18:14:42;;0;64788;12310;;;77098;;;;;0;;;;0;;;;
188;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2604977;29/04/2025;29/04/2025 18:14:42;;0;6935;1318;;;8253;;;;;0;;;;0;;;;
189;33;Del Giro;77844039-3;SERVICIOS FOTOGRABADOS JUAN ENRIQUE ORELLANA MUÑOZ E.I.R.L.;122;29/04/2025;29/04/2025 19:27:24;;0;360000;68400;;;428400;;;;;0;;;;0;;;;
190;33;Del Giro;77719471-2;PAPELERA CHILE SPA;4945;30/04/2025;30/04/2025 08:24:20;30/04/2025 09:12:13;0;980000;186200;;;1166200;;;;;0;;;;0;;;;
191;33;Del Giro;18098602-2;JUAN AUKAN MARIVIL COLIMAN;652;30/04/2025;30/04/2025 14:30:48;30/04/2025 15:37:34;0;850000;161500;;;1011500;;;;;0;;;;0;;;;
192;34;Del Giro;76934534-5;AT CONTADORES SERVICIOS PROFESIONALES LIMITADA;4821;01/04/2025;01/04/2025 10:03:18;01/04/2025 13:58:53;116697;0;0;;;116697;;;;;0;;;;0;;;;
193;34;Del Giro;76934534-5;AT CONTADORES SERVICIOS PROFESIONALES LIMITADA;4915;01/04/2025;01/04/2025 18:29:59;02/04/2025 10:17:49;777982;0;0;;;777982;;;;;0;;;;0;;;;
194;34;Del Giro;76120063-1;FINFAST S.A.G.R.;151466;04/04/2025;04/04/2025 13:10:14;07/04/2025 09:46:30;26296;0;0;;;26296;;;;;0;;;;0;;;;
195;34;Del Giro;96875230-8;RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.;7132864;06/04/2025;07/04/2025 16:59:23;08/04/2025 19:45:06;17500;0;0;;;17500;;;;;0;;;;0;;;;
196;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;13375931;08/04/2025;08/04/2025 14:34:55;11/04/2025 08:18:08;6678;0;0;;;6678;;;;;0;;;;0;;;;
197;34;Del Giro;77630439-5;Operadora de Sistemas Electrónicos SPA;1525187;09/04/2025;09/04/2025 14:56:29;14/04/2025 12:14:54;2151;0;0;;;2151;;;;;0;;;;0;;;;
198;34;Del Giro;76120063-1;FINFAST S.A.G.R.;151815;11/04/2025;11/04/2025 10:36:44;14/04/2025 08:25:10;26521;0;0;;;26521;;;;;0;;;;0;;;;
199;34;Del Giro;97030000-7;Banco del Estado de Chile;637082;14/04/2025;14/04/2025 23:38:26;;1907039;0;0;;;1907039;;;;;0;;;;0;;;;
200;34;Del Giro;76120063-1;FINFAST S.A.G.R.;151934;15/04/2025;15/04/2025 09:05:33;15/04/2025 12:37:38;26446;0;0;;;26446;;;;;0;;;;0;;;;
201;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;10749691;16/04/2025;16/04/2025 16:34:34;21/04/2025 12:15:34;25010;0;0;;;25010;;;;;0;;;;0;;;;
202;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;10754652;16/04/2025;16/04/2025 17:54:21;21/04/2025 12:15:34;7884;0;0;;;7884;;;;;0;;;;0;;;;
203;34;Del Giro;76120063-1;FINFAST S.A.G.R.;152227;21/04/2025;21/04/2025 11:39:22;21/04/2025 12:15:26;37031;0;0;;;37031;;;;;0;;;;0;;;;
204;34;Del Giro;96571220-8;Banchile Corredores De Bolsa S.A.;11417154;22/04/2025;22/04/2025 20:36:49;;0;0;0;;;0;;;;;0;;;;0;;;;
205;61;Del Giro;76874179-4;COMERCIALIZADORA NIBEC LIMITADA;884;08/04/2025;08/04/2025 09:44:11;;0;172252;32728;;;204980;;;;;0;;;;0;;;;
206;61;Del Giro;76548591-6;CAMIPLAS SPA;3543;11/04/2025;11/04/2025 13:35:39;14/04/2025 12:15:30;0;1000000;190000;;;1190000;;;;;0;;;;0;;;;
207;61;Del Giro;78493650-3;RIADI SpA.;34224;14/04/2025;14/04/2025 11:08:18;;0;6640;1262;;;7902;;;;;0;;;;0;;;;
208;61;Del Giro;77339532-2;MEGAS TOOLS SPA;160;16/04/2025;16/04/2025 18:16:14;;0;49965;9493;;;59458;;;;;0;;;;0;;;;
209;61;Del Giro;76628610-0;Importadora y Comercializadora Re-Med SPA;9210;22/04/2025;22/04/2025 15:52:48;;0;2370;450;;;2820;;;;;0;;;;0;;;;
