Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
19;33;Del Giro;76432805-1;EXPENDIO DE COMBUSTIBLES Y LUBRICANTES LIMITADA;463214;07/11/2025;07/11/2025 22:49:44;;0;25926;4926;;;34453;;;;;0;;;;0;28;3601;0;
20;33;Del Giro;86551700-9;FERRETERIA PRAT S.A.;5840987;08/11/2025;08/11/2025 09:08:09;;0;15832;3008;;;18840;;;;;0;;;;0;;;;
21;33;Del Giro;76464286-4;SOC COMERC NUEVA LONCOMILLA LIMITADA;757252;08/11/2025;08/11/2025 11:55:20;;0;17834;3389;;;23816;;;;;0;;;;0;28;2593;0;
22;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;176944;08/11/2025;08/11/2025 12:35:01;;0;22498;4275;;;30000;;;;;0;;;;0;28;3227;0;
23;33;Del Giro;76660002-6;COMERCIAL LA PUNTA LIMITADA;529931;10/11/2025;10/11/2025 07:20:14;;0;30101;5719;;;40000;;;;;0;;;;0;28;4180;0;
24;33;Del Giro;77197637-9;COMERCIAL KAM LIMITADA;299070;10/11/2025;10/11/2025 08:51:25;;0;22273;4232;;;40000;;;;13495;0;;;;0;35;13495;0;
25;33;Del Giro;77006144-K;COMERCIAL Y SERVICIOS OPTIMUM LIMITADA;162562;10/11/2025;10/11/2025 09:13:06;;0;37326;7092;;;50000;;;;;0;;;;0;28;5582;0;
26;33;Del Giro;77952440-K;SERVICIOS SANTA TRINIDAD LTDA;183816;10/11/2025;10/11/2025 09:14:29;;0;22360;4248;;;30000;;;;;0;;;;0;28;3392;0;
27;33;Del Giro;77601471-0;COMERCIAL Y SERVICIOS BAUPRES LIMITADA;41545;10/11/2025;10/11/2025 09:24:16;;0;14946;2840;;;20000;;;;;0;;;;0;28;2214;0;
28;33;Del Giro;77215640-5;ADMINISTRADORA DE VENTAS AL DETALLE LTDA;22012986;10/11/2025;10/11/2025 10:39:29;;0;14987;2848;;;20000;;;;;0;;;;0;28;2165;0;
29;33;Del Giro;76151483-0;ESTACION DE SERVICIOS MASCO LTDA;316179;10/11/2025;10/11/2025 16:18:34;;0;22506;4276;;;30000;;;;;0;;;;0;28;3218;0;
30;33;Del Giro;94625000-7;INVERSIONES ENEX S.A.;5577576;10/11/2025;10/11/2025 17:53:37;;0;15017;2853;;;20000;;;;;0;;;;0;28;2130;0;
31;33;Del Giro;97006000-6;BANCO DE CREDITO E INVERSIONES;28922921;06/11/2025;11/11/2025 05:32:28;;0;3302;627;;;3929;;;;;0;;;;0;;;;
32;33;Del Giro;76751958-3;COMERCIAL Y SERVICIOS RIVO LIMITADA;319684;11/11/2025;11/11/2025 07:23:01;;0;26335;5004;;;35000;;;;;0;;;;0;28;3661;0;
33;33;Del Giro;77926586-2;DISTRIBUIDORA LOS MAGNOLIOS SPA;25138;11/11/2025;11/11/2025 08:59:14;;0;10881;2067;;;20000;;;;7052;0;;;;0;35;7052;0;
34;33;Del Giro;77215640-5;ADMINISTRADORA DE VENTAS AL DETALLE LTDA;22021287;11/11/2025;11/11/2025 09:12:45;;0;14987;2848;;;20000;;;;;0;;;;0;28;2165;0;
35;33;Del Giro;94625000-7;INVERSIONES ENEX S.A.;5577655;11/11/2025;11/11/2025 10:55:51;;0;7508;1427;;;10000;;;;;0;;;;0;28;1065;0;
36;33;Del Giro;80851400-1;Ferreteria Antofagasta Limitada;346758;11/11/2025;11/11/2025 12:27:10;;0;20176;3833;;;24009;;;;;0;;;;0;;;;
37;33;Del Giro;76068020-6;GRANESE Y URRUTIA LTDA;959541;11/11/2025;11/11/2025 14:58:15;;0;7457;1417;;;10000;;;;;0;;;;0;28;1126;0;
38;33;Del Giro;76151483-0;ESTACION DE SERVICIOS MASCO LTDA;316349;11/11/2025;11/11/2025 17:22:42;;0;15004;2851;;;20000;;;;;0;;;;0;28;2145;0;
39;33;Del Giro;77007303-0;CUBILLOS  CUBILLOS LIMITADA;283;11/11/2025;11/11/2025 17:34:40;;0;65546;12454;;;78000;;;;;0;;;;0;;;;
40;33;Del Giro;76464286-4;SOC COMERC NUEVA LONCOMILLA LIMITADA;757968;11/11/2025;11/11/2025 19:54:34;;0;29953;5691;;;40000;;;;;0;;;;0;28;4356;0;
41;33;Del Giro;76090364-7;SOCIEDAD COMERCIAL DAMPAUL LIMITADA;943422;11/11/2025;11/11/2025 20:22:22;;0;26282;4994;;;35000;;;;;0;;;;0;28;3724;0;
42;33;Del Giro;76090333-7;COMERCIAL MYC FUEL LIMITADA;137697;11/11/2025;11/11/2025 21:58:01;;0;30027;5705;;;40000;;;;;0;;;;0;28;4268;0;
43;33;Del Giro;77741409-7;QUINEO ESTACIONES DE SERVICIO LIMITADA;7829;12/11/2025;12/11/2025 08:11:44;;0;14987;2848;;;20000;;;;;0;;;;0;28;2165;0;
44;33;Del Giro;77215640-5;ADMINISTRADORA DE VENTAS AL DETALLE LTDA;22030018;12/11/2025;12/11/2025 08:48:09;;0;22482;4271;;;30000;;;;;0;;;;0;28;3247;0;
45;33;Del Giro;76197149-2;COMERCIAL Y SERVICIOS TARAHUIN LIMITADA;687448;12/11/2025;12/11/2025 09:58:35;;0;22528;4280;;;30000;;;;;0;;;;0;28;3192;0;
46;33;Del Giro;77598398-1;COMERCIAL Y SERVICIOS RODAPAZ LIMITADA;83012;12/11/2025;12/11/2025 14:26:28;;0;14942;2839;;;20000;;;;;0;;;;0;28;2219;0;
47;33;Del Giro;76620415-5;COMERCIALIZADORA Y DIST BASAURE Y CHANG;559014;12/11/2025;12/11/2025 17:44:01;;0;27391;5204;;;36524;;;;;0;;;;0;28;3929;0;
48;33;Del Giro;80478200-1;ILOP S A;2934670;12/11/2025;12/11/2025 18:19:19;;0;11067;2103;;;13170;;;;;0;;;;0;;;;
49;33;Del Giro;77911735-9;INVERSIONES  MEG SPA;56;12/11/2025;12/11/2025 20:22:33;;0;45000;8550;;;53550;;;;;0;;;;0;;;;
50;33;Del Giro;77587648-4;COMERCIAL Y SERVICIOS SAN ISIDRO LIMITAD;79081;13/11/2025;13/11/2025 08:18:32;;0;38305;7278;;;50000;;;;;0;;;;0;28;4417;0;
51;33;Del Giro;97023000-9;Banco Itaú Chile;7549513;12/11/2025;13/11/2025 12:32:01;;0;32773;6227;;;39000;;;;;0;;;;0;;;;
52;33;Del Giro;76605019-0;COMERCIAL PC LIMITADA;197142;13/11/2025;13/11/2025 14:25:23;;0;29958;5692;;;55455;;;;19805;0;;;;0;35;19805;0;
53;33;Del Giro;97023000-9;Banco Itaú Chile;7557567;14/11/2025;17/11/2025 12:34:23;;0;32773;6227;;;39000;;;;;0;;;;0;;;;
54;33;Del Giro;80478200-1;ILOP S A;2937753;17/11/2025;17/11/2025 15:57:42;;0;8361;1589;;;9950;;;;;0;;;;0;;;;
55;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4102;17/11/2025;17/11/2025 20:31:29;;0;173000;32870;;;205870;;;;;0;;;;0;;;;
56;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4103;17/11/2025;17/11/2025 20:43:05;;0;272000;51680;;;323680;;;;;0;;;;0;;;;
57;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4104;17/11/2025;17/11/2025 20:45:20;;0;30500;5795;;;36295;;;;;0;;;;0;;;;
58;33;Del Giro;99520000-7;COPEC S.A.;29119613;15/11/2025;17/11/2025 23:23:30;;0;665043;126359;;;890265;;;;;0;;;;0;28;98863;0;
59;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48534511;18/11/2025;18/11/2025 11:15:14;;0;65194;12387;;;79712;;;;;0;;;;0;18;1408;5;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48534511;18/11/2025;;;;;;;;;;;;;;;;;;271;723;18;
60;33;Del Giro;76408775-5;SOCIEDAD COMERCIAL ASTUDILLO LIMITADA;294795;18/11/2025;18/11/2025 11:48:35;;0;3748;712;;;4460;;;;;0;;;;0;;;;
61;33;Del Giro;76183140-2;Comercial Lagos e Hijos Ltda.;36197;18/11/2025;18/11/2025 11:56:42;;0;19890;3779;;;23669;;;;;0;;;;0;;;;
62;33;Del Giro;97023000-9;Banco Itaú Chile;7560417;17/11/2025;18/11/2025 11:58:53;;0;32773;6227;;;39000;;;;;0;;;;0;;;;
63;33;Del Giro;76828839-9;REPUESTOS NOCHES SPA;8961;18/11/2025;18/11/2025 19:28:38;;0;24286;4614;;;28900;;;;;0;;;;0;;;;
64;33;Del Giro;78885550-8;PERSONAL COMPUTER FACTORY S.A.;5494299;18/11/2025;18/11/2025 20:00:51;;0;71420;13570;;;84990;;;;;0;;;;0;;;;
65;33;Del Giro;76090364-7;SOCIEDAD COMERCIAL DAMPAUL LIMITADA;945128;18/11/2025;18/11/2025 20:13:51;;0;29627;5629;;;53298;;;;18042;0;;;;0;35;18042;0;
66;33;Del Giro;96792430-K;SODIMAC S.A.;143734614;19/11/2025;19/11/2025 12:02:33;;0;319384;60683;;;380067;;;;;0;;;;0;;;;
67;33;Del Giro;97036000-K;Santander - Chile;53726276;18/11/2025;19/11/2025 14:47:12;;0;32849;6242;;;39091;;;;;0;;;;0;;;;
68;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;177790;19/11/2025;19/11/2025 16:03:21;;0;15389;2924;;;20000;;;;;0;;;;0;28;1687;0;
69;33;Del Giro;77916175-7;El Container SpA;10386;19/11/2025;19/11/2025 20:01:18;;0;310916;59074;;;369990;;;;;0;;;;0;;;;
70;33;Del Giro;76858220-3;CERTIF DE CUMPLIM DE OBLIGACIONES LABORALES Y PREVIS CHILE S.A.;50247;20/11/2025;20/11/2025 10:17:54;;0;19600;3724;;;23324;;;;;0;;;;0;;;;
71;33;Del Giro;97023000-9;Banco Itaú Chile;7562561;19/11/2025;20/11/2025 10:39:51;;0;32773;6227;;;39000;;;;;0;;;;0;;;;
72;33;Del Giro;76858220-3;CERTIF DE CUMPLIM DE OBLIGACIONES LABORALES Y PREVIS CHILE S.A.;50256;20/11/2025;20/11/2025 10:40:37;;0;19600;3724;;;23324;;;;;0;;;;0;;;;
73;33;Del Giro;76567598-7;COMERCIAL Y SERVICIOS A Y D LIMITADA;303434;20/11/2025;20/11/2025 17:33:15;;0;15220;2892;;;20000;;;;;0;;;;0;28;1888;0;
74;33;Del Giro;76415278-6;COMERCIAL E INVERSIONES ITATA LIMITADA;143602;21/11/2025;21/11/2025 08:39:07;;0;43304;8228;;;57004;;;;;0;;;;0;28;5472;0;
75;33;Del Giro;76090364-7;SOCIEDAD COMERCIAL DAMPAUL LIMITADA;945796;21/11/2025;21/11/2025 09:15:41;;0;33929;6447;;;60415;;;;20039;0;;;;0;35;20039;0;
76;33;Del Giro;93725000-2;MANNHEIM SpA;3231294;21/11/2025;21/11/2025 10:29:01;;0;48571;9228;;;57799;;;;;0;;;;0;;;;
77;33;Del Giro;99581430-7;ADRIAZOLA REPUESTOS SPA;1069318;21/11/2025;21/11/2025 10:43:35;;0;33278;6323;;;39601;;;;;0;;;;0;;;;
78;33;Del Giro;78193048-2;SIGLO III SPA;53;21/11/2025;21/11/2025 11:53:21;;0;5210;990;;;6200;;;;;0;;;;0;;;;
79;33;Del Giro;76000176-7;SOLAR Y SOLAR LIMITADA;6244;21/11/2025;21/11/2025 12:31:52;;0;141176;26824;;;168000;;;;;0;;;;0;;;;
80;33;Del Giro;77638210-8;MAS GAS LIMITADA;15472;21/11/2025;21/11/2025 19:28:53;;0;22437;4263;;;26700;;;;;0;;;;0;;;;
81;33;Del Giro;76662210-0;COMERCIAL PAIHUEN LIMITADA;334587;22/11/2025;22/11/2025 09:07:48;;0;38298;7277;;;50580;;;;;0;;;;0;28;5005;0;
82;33;Del Giro;76705653-2;COMERCIAL TECNICA SPA;9107;24/11/2025;24/11/2025 12:58:33;;0;65000;12350;;;77350;;;;;0;;;;0;;;;
83;33;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;56;24/11/2025;24/11/2025 14:21:58;30/11/2025 22:05:54;0;18000000;3420000;;;21420000;;;;;0;;;;0;;;;
84;33;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;57;24/11/2025;24/11/2025 14:23:43;30/11/2025 22:05:54;0;24990000;4748100;;;29738100;;;;;0;;;;0;;;;
85;33;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;58;24/11/2025;24/11/2025 14:25:37;30/11/2025 22:05:54;0;18990990;3608288;;;22599278;;;;;0;;;;0;;;;
86;33;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;59;24/11/2025;24/11/2025 15:02:32;30/11/2025 22:05:54;0;20990990;3988288;;;24979278;;;;;0;;;;0;;;;
87;33;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;60;24/11/2025;24/11/2025 15:03:40;30/11/2025 22:05:54;0;14990990;2848288;;;17839278;;;;;0;;;;0;;;;
88;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;15377;25/11/2025;25/11/2025 10:01:19;;0;2100;399;;;2499;;;;;0;;;;0;;;;
89;33;Del Giro;96792430-K;SODIMAC S.A.;143734927;25/11/2025;25/11/2025 10:37:40;;0;17412;3308;;;20720;;;;;0;;;;0;;;;
90;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;178296;25/11/2025;25/11/2025 16:12:37;;0;25183;4785;;;44947;;;;14979;0;;;;0;35;14979;0;
91;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;178318;25/11/2025;25/11/2025 23:09:46;;0;22807;4333;;;30000;;;;;0;;;;0;28;2860;0;
92;33;Del Giro;96792430-K;SODIMAC S.A.;143853047;26/11/2025;26/11/2025 09:24:38;;0;53815;10225;;;64040;;;;;0;;;;0;;;;
93;33;Del Giro;76369177-2;TRONGEMEN SPA;14259;26/11/2025;26/11/2025 10:46:08;;0;100824;19157;;;119981;;;;;0;;;;0;;;;
94;33;Del Giro;76051686-4;COMERCIAL Y SERVICIOS LA ROCHELLE LTDA;133909;26/11/2025;26/11/2025 21:35:16;;0;48533;9221;;;63881;;;;;0;;;;0;28;6127;0;
95;33;Del Giro;97036000-K;Santander - Chile;53899007;26/11/2025;27/11/2025 00:48:01;;0;32938;6259;;;39197;;;;;0;;;;0;;;;
96;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;178411;27/11/2025;27/11/2025 07:52:43;;0;28622;5438;;;37323;;;;;0;;;;0;28;3263;0;
97;33;Del Giro;77807055-3;LUBRICENTRO LOS CASTILLOS SPA;1068;27/11/2025;27/11/2025 10:21:52;;0;14285;2714;;;16999;;;;;0;;;;0;;;;
98;33;Del Giro;76807718-5;IMPORTADORA Y EXPORTADORA LGH LIMITADA;56398;27/11/2025;27/11/2025 11:09:39;;0;37731;7169;;;44900;;;;;0;;;;0;;;;
99;33;Del Giro;86617300-1;Importadora de Repuestos RACO S.A.;1046802;27/11/2025;27/11/2025 12:06:18;30/11/2025 22:05:54;0;119134;22635;;;141769;;;;;0;;;;0;;;;
100;33;Del Giro;77936848-3;FERRETERIA  HUGO CORTES MENESES E.I.R.L.;3323;27/11/2025;27/11/2025 13:04:48;;0;168319;31981;;;200300;;;;;0;;;;0;;;;
101;33;Del Giro;77839846-K;COMERCIAL MAXPROCHILE SPA;940;27/11/2025;27/11/2025 13:32:21;;0;13445;2555;;;16000;;;;;0;;;;0;;;;
102;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;855;10/11/2025;28/11/2025 20:26:20;30/11/2025 22:05:54;0;19810000;3763900;;;23573900;;;;;0;;;;0;;;;
103;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;857;12/11/2025;28/11/2025 20:28:36;30/11/2025 22:05:54;0;18190000;3456100;;;21646100;;;;;0;;;;0;;;;
104;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;858;14/11/2025;28/11/2025 20:30:44;30/11/2025 22:05:54;0;12000000;2280000;;;14280000;;;;;0;;;;0;;;;
105;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;859;17/11/2025;28/11/2025 20:32:30;30/11/2025 22:05:54;0;14000000;2660000;;;16660000;;;;;0;;;;0;;;;
106;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;860;21/11/2025;28/11/2025 20:42:47;30/11/2025 22:05:54;0;11000000;2090000;;;13090000;;;;;0;;;;0;;;;
107;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;861;24/11/2025;28/11/2025 20:44:58;30/11/2025 22:05:54;0;12000000;2280000;;;14280000;;;;;0;;;;0;;;;
108;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;864;26/11/2025;28/11/2025 20:45:57;30/11/2025 22:05:54;0;10000000;1900000;;;11900000;;;;;0;;;;0;;;;
109;33;Del Giro;77582958-3;GLOBAL SINERGIA SPA;865;28/11/2025;28/11/2025 20:46:58;30/11/2025 22:05:54;0;5448947;1035300;;;6484247;;;;;0;;;;0;;;;
110;33;Del Giro;76415278-6;COMERCIAL E INVERSIONES ITATA LIMITADA;144150;29/11/2025;29/11/2025 08:21:58;;0;52104;9900;;;67989;;;;;0;;;;0;28;5985;0;
111;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;178613;29/11/2025;29/11/2025 11:42:43;;0;23007;4371;;;30000;;;;;0;;;;0;28;2622;0;
112;34;Del Giro;78065582-8;CLAVE TRIBUTARIA CONTADORES LIMITADA;719;01/11/2025;01/11/2025 20:06:49;;514836;0;0;;;514836;;;;;0;;;;0;;;;
113;34;Del Giro;77630439-5;Operadora de Sistemas Electrónicos SPA;2229235;05/11/2025;05/11/2025 21:46:14;;73555;0;0;;;73555;;;;;0;;;;0;;;;
114;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;14196475;11/11/2025;11/11/2025 21:29:12;;4462;0;0;;;4462;;;;;0;;;;0;;;;
115;34;Del Giro;76376061-8;SOCIEDAD CONCESIONARIA VESPUCIO ORIENTE S.A.;2703166;08/11/2025;12/11/2025 18:43:22;;9157;0;0;;;9157;;;;;0;;;;0;;;;
116;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;11500329;18/11/2025;18/11/2025 19:35:09;;12696;0;0;;;12696;;;;;0;;;;0;;;;
117;34;Del Giro;96945440-8;SOC CONCESIONARIA AUTOPISTA CENTRAL S A;18819376;18/11/2025;18/11/2025 20:44:52;;30186;0;0;;;30186;;;;;0;;;;0;;;;
118;34;Del Giro;76247147-7;INVERSIONES Y ASESORIAS CENTRO MEDICO DEL TRABAJADOR SPA;358975;21/11/2025;21/11/2025 10:21:28;;175000;0;0;;;175000;;;;;0;;;;0;;;;
119;34;Del Giro;76247147-7;INVERSIONES Y ASESORIAS CENTRO MEDICO DEL TRABAJADOR SPA;359089;21/11/2025;21/11/2025 12:09:37;;80100;0;0;;;80100;;;;;0;;;;0;;;;
120;34;Del Giro;77337752-9;SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.;1620284;24/11/2025;23/11/2025 13:47:05;30/11/2025 22:06:04;24800;0;0;;;24800;;;;;0;;;;0;;;;
121;34;Del Giro;70285100-9;MUTUAL DE SEGURIDAD C.CH.C.;142761;24/11/2025;24/11/2025 15:28:04;30/11/2025 22:06:04;251967;0;0;;;251967;;;;;0;;;;0;;;;
122;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;11530544;26/11/2025;26/11/2025 13:05:03;30/11/2025 22:06:04;22240;0;0;;;22240;;;;;0;;;;0;;;;
123;34;Del Giro;77024226-6;ADM CAPACITACIONES SPA;856;28/11/2025;28/11/2025 16:51:49;30/11/2025 22:06:04;115000;0;0;;;115000;;;;;0;;;;0;;;;
124;61;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;1;28/11/2025;28/11/2025 12:39:12;30/11/2025 22:05:54;0;18000000;3420000;;;21420000;;;;;0;;;;0;;;;
125;61;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;2;28/11/2025;28/11/2025 12:39:58;30/11/2025 22:05:54;0;24990000;4748100;;;29738100;;;;;0;;;;0;;;;
126;61;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;3;28/11/2025;28/11/2025 12:42:52;30/11/2025 22:05:54;0;18990990;3608288;;;22599278;;;;;0;;;;0;;;;
127;61;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;4;28/11/2025;28/11/2025 12:45:09;30/11/2025 22:05:54;0;20990990;3988288;;;24979278;;;;;0;;;;0;;;;
128;61;Del Giro;77811429-1;HYPE MEDIA PRODUCCIONES SPA;5;28/11/2025;28/11/2025 12:46:46;30/11/2025 22:05:54;0;14990990;2848288;;;17839278;;;;;0;;;;0;;;;
